Fault Code,Total_Occurrences
Safety relevant error: Swing is disabled! (E.C. 1680),5912
Safety relevant error: Swing is disabled! (E.C. 1680),5912
Safety relevant error: Swing is disabled! (E.C. 1680),5912
Safety relevant error: Swing is disabled! (E.C. 1680),5912
Safety relevant error: Swing is disabled! (E.C. 1680),5912
Safety relevant error: Swing is disabled! (E.C. 1680),5912
Safety relevant error: Swing is disabled! (E.C. 1680),5912
Safety relevant error: Swing is disabled! (E.C. 1680),5912
Safety relevant error: Swing is disabled! (E.C. 1680),5912
Safety relevant error: Swing is disabled! (E.C. 1680),5912
Safety relevant error: Swing is disabled! (E.C. 1680),5912
Safety relevant error: Swing is disabled! (E.C. 1680),5912
Safety relevant error: Swing is disabled! (E.C. 1680),5912
Safety relevant error: Swing is disabled! (E.C. 1680),5912
Safety relevant error: Swing is disabled! (E.C. 1680),5912
Safety relevant error: Swing is disabled! (E.C. 1680),5912
Safety relevant error: Swing is disabled! (E.C. 1680),5912
Safety relevant error: Swing is disabled! (E.C. 1680),5912
Safety relevant error: Swing is disabled! (E.C. 1680),5912
Safety relevant error: Swing is disabled! (E.C. 1680),5912
Safety relevant error: Swing is disabled! (E.C. 1680),5912
Safety relevant error: Swing is disabled! (E.C. 1680),5912
Safety relevant error: Swing is disabled! (E.C. 1680),5912
Safety relevant error: Swing is disabled! (E.C. 1680),5912
Safety relevant error: Swing is disabled! (E.C. 1680),5912
Safety relevant error: Swing is disabled! (E.C. 1680),5912
Safety relevant error: Swing is disabled! (E.C. 1680),5912
Safety relevant error: Swing is disabled! (E.C. 1680),5912
Safety relevant error: Swing is disabled! (E.C. 1680),5912
Safety relevant error: Swing is disabled! (E.C. 1680),5912
Engine LH FaultCode 3 (E.C. 5302),5413
Engine LH FaultCode 3 (E.C. 5302),5413
Engine LH FaultCode 3 (E.C. 5302),5413
Engine LH FaultCode 3 (E.C. 5302),5413
Engine LH FaultCode 3 (E.C. 5302),5413
Engine LH FaultCode 3 (E.C. 5302),5413
Engine LH FaultCode 3 (E.C. 5302),5413
Engine LH FaultCode 3 (E.C. 5302),5413
Engine LH FaultCode 3 (E.C. 5302),5413
Engine LH FaultCode 3 (E.C. 5302),5413
Engine LH FaultCode 3 (E.C. 5302),5413
Engine LH FaultCode 3 (E.C. 5302),5413
Engine LH FaultCode 3 (E.C. 5302),5413
Engine LH FaultCode 3 (E.C. 5302),5413
Engine LH FaultCode 3 (E.C. 5302),5413
Engine LH FaultCode 3 (E.C. 5302),5413
Engine LH FaultCode 3 (E.C. 5302),5413
Engine LH FaultCode 3 (E.C. 5302),5413
Engine LH FaultCode 3 (E.C. 5302),5413
Engine LH FaultCode 3 (E.C. 5302),5413
Engine LH FaultCode 3 (E.C. 5302),5413
Engine LH FaultCode 3 (E.C. 5302),5413
Engine LH FaultCode 3 (E.C. 5302),5413
Engine LH FaultCode 3 (E.C. 5302),5413
Engine LH FaultCode 3 (E.C. 5302),5413
Engine LH FaultCode 3 (E.C. 5302),5413
Engine LH FaultCode 3 (E.C. 5302),5413
Engine LH FaultCode 3 (E.C. 5302),5413
Engine LH FaultCode 3 (E.C. 5302),5413
Engine LH FaultCode 3 (E.C. 5302),5413
Engine LH FaultCode 3 (E.C. 5302),5413
Engine LH FaultCode 3 (E.C. 5302),5413
Engine LH FaultCode 3 (E.C. 5302),5413
Engine LH FaultCode 3 (E.C. 5302),5413
Engine LH FaultCode 3 (E.C. 5302),5413
Engine LH FaultCode 3 (E.C. 5302),5413
Engine LH FaultCode 3 (E.C. 5302),5413
Engine LH FaultCode 3 (E.C. 5302),5413
Engine LH FaultCode 3 (E.C. 5302),5413
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Internal error of servo controller. (E.C. 1681),5332
Engine LH FaultCode 4 (E.C. 5303),4673
Engine LH FaultCode 4 (E.C. 5303),4673
Engine LH FaultCode 4 (E.C. 5303),4673
Engine LH FaultCode 4 (E.C. 5303),4673
Engine LH FaultCode 4 (E.C. 5303),4673
Engine LH FaultCode 4 (E.C. 5303),4673
Engine LH FaultCode 4 (E.C. 5303),4673
Engine LH FaultCode 4 (E.C. 5303),4673
Engine LH FaultCode 4 (E.C. 5303),4673
Engine LH FaultCode 4 (E.C. 5303),4673
Engine LH FaultCode 4 (E.C. 5303),4673
Engine LH FaultCode 4 (E.C. 5303),4673
Engine LH FaultCode 4 (E.C. 5303),4673
Engine LH FaultCode 4 (E.C. 5303),4673
Engine LH FaultCode 4 (E.C. 5303),4673
Engine LH FaultCode 4 (E.C. 5303),4673
Engine LH FaultCode 4 (E.C. 5303),4673
Engine LH FaultCode 4 (E.C. 5303),4673
Engine LH FaultCode 4 (E.C. 5303),4673
Engine LH FaultCode 4 (E.C. 5303),4673
Engine LH FaultCode 4 (E.C. 5303),4673
Engine LH FaultCode 4 (E.C. 5303),4673
Engine LH FaultCode 4 (E.C. 5303),4673
Engine LH FaultCode 4 (E.C. 5303),4673
Engine LH FaultCode 4 (E.C. 5303),4673
Engine LH FaultCode 4 (E.C. 5303),4673
Engine LH FaultCode 4 (E.C. 5303),4673
Engine LH FaultCode 4 (E.C. 5303),4673
Engine LH FaultCode 4 (E.C. 5303),4673
Engine LH FaultCode 4 (E.C. 5303),4673
Engine LH FaultCode 4 (E.C. 5303),4673
Engine LH FaultCode 4 (E.C. 5303),4673
Engine LH FaultCode 4 (E.C. 5303),4673
Engine LH FaultCode 4 (E.C. 5303),4673
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
UPC line B initiator 1 fault (E.C. 4070),4583
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
Level minimum swing gear box 2 (E.C. 1200),3024
LH - Amber Warning Lamp Status (E.C. 2510),2756
LH - Amber Warning Lamp Status (E.C. 2510),2756
LH - Amber Warning Lamp Status (E.C. 2510),2756
LH - Amber Warning Lamp Status (E.C. 2510),2756
LH - Amber Warning Lamp Status (E.C. 2510),2756
LH - Amber Warning Lamp Status (E.C. 2510),2756
LH - Amber Warning Lamp Status (E.C. 2510),2756
LH - Amber Warning Lamp Status (E.C. 2510),2756
LH - Amber Warning Lamp Status (E.C. 2510),2756
LH - Amber Warning Lamp Status (E.C. 2510),2756
LH - Amber Warning Lamp Status (E.C. 2510),2756
LH - Amber Warning Lamp Status (E.C. 2510),2756
LH - Amber Warning Lamp Status (E.C. 2510),2756
LH - Amber Warning Lamp Status (E.C. 2510),2756
